accion_id,eje_id,eje_completo,objetivo_estrategico,area_programa,titulo_accion,descripcion,indicadores,linea_base_2024,meta_2028,meta_2035,plazo_codigo,plazo_completo,responsable_principal,responsable_completo,financiamiento_principal,financiamiento_completo,ods_principal,ods_total_n,beneficia_nna,beneficia_mujeres,beneficia_adulto_mayor,beneficia_discapacidad,es_inclusiva
164,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),"Plan de Apoyo Psicológico Post-Desastre""Rengo Recupera""","Crear plan de apoyo psicológico post-desastre para atención de salud mental de damnificados, brigadas de primera respuesta y comunidad afectada, con equipos especializados en crisis.",Profesionales capacitados en primera ayuda psicológica; Personas atendidas post-emergencia; Protocolos de atención de crisis activos,Sin plan formal de apoyo psicológico post-desastre,Plan operativo + 20 profesionales capacitados + protocolo de activación,Equipo permanente de crisis + red de apoyo comunitario + seguimiento a largo plazo,C,Corto (2025-2028),Depto. Salud Municipal,Depto. Salud Municipal + Dirección Protección Civil,Municipal,Municipal + MINSAL + SENAPRED,3,3,0,0,0,0,0
165,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Planificación de Prevención por Temporada de Emergencia,Desarrollar planes operativos diferenciados por temporada (invierno: inundaciones/temporales; verano: incendios forestales/sequía) con activación anticipada de recursos y alertas preventivas.,Planes estacionales elaborados; Actuaciones preventivas realizadas; Daños evitados respecto a temporadas anteriores,Respuesta reactiva sin planificación estacional preventiva,Planes operativos invierno y verano + activación preventiva 30 días antes,Sistema de planificación estacional integrado + evaluación de riesgos dinámico,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil,Municipal,Municipal + SENAPRED + CONAF + DOH,11,2,0,0,0,0,0
166,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Programa de Educación Comunitaria en Gestión de Desastres,"Ejecutar un programa permanente de educación comunitaria en gestión de riesgos y desastres, con talleres en las 330 organizaciones comunitarias, simulacros vecinales semestrales, material educativo adaptado y formación de líderes comunitarios como monitores de preparación ante emergencias en cada un",Talleres comunitarios realizados; Líderes comunitarios formados; Vecinos participantes en simulacros,Educación en gestión de desastres esporádica sin programa formal,Programa en 100% JJVV + 50 líderes comunitarios formados + simulacros anuales,Cultura de prevención instalada + 150 líderes + simulacros semestrales en toda la comuna,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil + DIDECO,Municipal,Municipal + SENAPRED + ONEMI,4,3,0,0,0,0,0
167,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),"Red de Voluntariado ""Voluntarios por Rengo""","Crear y formalizar red comunal de voluntariado para emergencias, con capacitación certificada, seguro de accidentes, equipamiento básico y protocolos de activación para apoyo a primera respuesta.",Voluntarios registrados y capacitados; Activaciones de la red; Horas de voluntariado en emergencias,Voluntariado espontáneo sin red formal ni capacitación,100 voluntarios capacitados + protocolo de activación + seguro de accidentes,300 voluntarios + red territorial + certificación SENAPRED + equipamiento,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil + DIDECO,Municipal,Municipal + SENAPRED + Cruz Roja + Bomberos,11,3,1,0,0,0,1
168,6,"Eje 6: Innovación, Modernizacion y Optimizacion de la Gestión Municipal",OE 6.1 Implementar sistema de monitoreo y evaluación de planes y programas municipales,Gobernanza Institucional,Promoción de Sistematización de la Información Municipal y Social,"Crear un sistema centralizado de gestión documental y sistematización de la información municipal que integre datos de todas las direcciones, facilite la trazabilidad de decisiones y alimente el tablero de indicadores KPI del PLADECO, fortaleciendo la gestión basada en evidencia entre los 939 funcio",Sistema de información implementado; Bases de datos integradas; Reportes automatizados generados,Por establecer,Avance 50%,100% implementado,M,Mediano (2028-2032),DOM,DOM + SECPLAN,FNDR,FNDR + MINVU + Municipal,6,4,0,0,0,0,0
169,,,,Innovación Modernización y Optimización de la Gestión Municipal,Juzgado de Policía Local Innovador,"Modernizar el Juzgado de Policía Local con digitalización de expedientes, sistema de gestión de causas, mediación prejudicial, atención ciudadana mejorada y reducción de tiempos procesales.",Causas ingresadas y resueltas; Tiempo promedio de resolución; Mediaciones exitosas; Satisfacción usuaria,Gestión tradicional con expedientes físicos y tiempos prolongados,Expediente digital + mediación prejudicial + reducción 30% tiempos,Juzgado modelo + resolución en línea + justicia local accesible y eficiente,M,Mediano (2028-2032),Juzgado Policía Local,Juzgado Policía Local + Informática,Municipal,Municipal + Poder Judicial + SUBDERE,16,1,0,0,1,0,1
170,,,,Innovación Modernización y Optimización de la Gestión Municipal,"Mapa Comunal de Problemáticas""Observando la Realidad"": Promover el trabajo municipal a nivel Unidades Vecinales (Villas ","Crear sistema de mapeo georeferenciado de problemáticas comunales que permita visualizar, priorizar y monitorear necesidades territoriales en tiempo real con participación ciudadana.",Problemáticas georeferenciadas; Sectores priorizados; Intervenciones realizadas según mapa,Sin sistema de mapeo georeferenciado de problemáticas,Plataforma GIS operativa + catastro de problemáticas + actualización trimestral,Sistema en tiempo real + reportes ciudadanos integrados + planificación territorial basada en datos,C,Corto (2025-2028),SECPLAN,SECPLAN + Informática + DIDECO,Municipal,Municipal + SUBDERE + IGM,9,3,0,0,0,0,0
171,,,,Innovación Modernización y Optimización de la Gestión Municipal,Optimización Institucional: Menor Burocracia,"Simplificar y rediseñar procesos administrativos municipales para reducir burocracia, tiempos de tramitación y requisitos innecesarios, mejorando la experiencia del ciudadano y la eficiencia interna.",Procesos rediseñados; Reducción de tiempos de tramitación; Documentos eliminados por simplificación,Procesos burocráticos sin rediseño formal,Rediseño de 20 procesos críticos + reducción 40% tiempos + ventanilla única,100% procesos optimizados + automatización + cero papel en procesos internos,C,Corto (2025-2028),Administración Municipal,Administración Municipal + SECPLAN + Informática,Municipal,Municipal + SUBDERE,16,1,0,0,0,0,0
172,,,,Innovación Modernización y Optimización de la Gestión Municipal,"Planificación Estratégica Integral""Municipio Coordinado""","Establecer un sistema de planificación estratégica integral que articule PLADECO 2025-2035, presupuesto municipal, planes sectoriales de las 13 unidades municipales y evaluacion de gestion en una plataforma unificada de seguimiento, alineando recursos e indicadores con las 200 politicas del plan com",Planes articulados en plataforma; Porcentaje de cumplimiento de metas PLADECO; Evaluaciones trimestrales realizadas,Planificación sectorial desarticulada sin sistema de seguimiento,Plataforma de seguimiento operativa + evaluación trimestral + tablero de gestión,Sistema integral de planificación + evaluación en tiempo real + mejora continua,C,Corto (2025-2028),SECPLAN,SECPLAN + Administración Municipal,Municipal,Municipal + SUBDERE,16,2,0,0,0,0,0
173,,,,Innovación Modernización y Optimización de la Gestión Municipal,Planificación Estratégica por Servicio: Municipio Coordinado y Eficiente,"Elaborar planes estratégicos por dirección y departamento de las 13 unidades municipales, alineados al PLADECO 2025-2035, con indicadores de gestión diferenciados, metas anuales verificables y evaluacion de desempeno por servicio que alimente el IIGAM, actualmente en 57% de cumplimiento.",Direcciones con plan estratégico; Indicadores de gestión definidos; Evaluaciones de desempeño realizadas,Gestión sin planes estratégicos por dirección,100% direcciones con plan estratégico + indicadores + evaluación anual,Sistema de gestión por resultados + benchmarking municipal + mejora continua,C,Corto (2025-2028),SECPLAN,SECPLAN + Administración Municipal + RRHH,Municipal,Municipal + SUBDERE,16,1,0,0,0,0,0
174,,,,Innovación Modernización y Optimización de la Gestión Municipal,Recuperación Responsable: Proyectos Rezagados,"Identificar, evaluar y reactivar proyectos municipales rezagados o paralizados, estableciendo plan de recuperación con plazos, responsables y recursos para completar inversiones pendientes.",Proyectos rezagados catastrados; Proyectos reactivados; Inversión recuperada (pesos),Sin catastro formal de proyectos rezagados,Catastro completo + reactivación de 80% proyectos viables + plan de recuperación,100% proyectos rezagados resueltos + sistema de alerta temprana de retrasos,C,Corto (2025-2028),SECPLAN,SECPLAN + DOM + Administración Municipal,FNDR,Municipal + FNDR + GORE + Ministerios sectoriales,16,1,0,0,0,0,0
175,,,,Innovación Modernización y Optimización de la Gestión Municipal,Supervisión y Evaluación: Calidad Administrativa,"Crear unidad de supervisión y evaluación de calidad administrativa que realice auditorías de procesos, encuestas de satisfacción y mejoramiento continuo de servicios municipales.",Auditorías de procesos realizadas; Índice de satisfacción ciudadana; No conformidades resueltas,Sin unidad formal de supervisión y calidad,Unidad operativa + auditorías semestrales + encuesta anual de satisfacción,Sistema de calidad certificado + mejora continua + satisfacción >80%,C,Corto (2025-2028),Administración Municipal,Administración Municipal + Contraloría Interna,Municipal,Municipal + SUBDERE,16,1,0,1,0,0,1
176,,,OE 6.1 Unidad M&E PLADECO,Innovación Municipal,Fortalecimiento Unidad de Control Interno,"Dotar a Control Interno de recursos, atribuciones y personal para cumplir mandato legal de fiscalización.",Unidad fortalecida; plan anual auditoria,Unidad sin recursos ni atribuciones,3+ profesionales y plan anual,Auditoría integral anual,C,Corto (2025-2028),Contraloría Interna,Contraloría Interna + Alcaldía,Municipal,Municipal,16,1,0,0,0,0,0
177,,,,Planificación Estratégica,Integración PACCC en PLADECO: Coherencia Climática Explícita,"Incorporar la variable climática como dimensión estructurante del PLADECO, no como eje sectorial residual, articulando indicadores MRV del PACCC con el sistema de seguimiento PLADECO.",Capítulo climático en PLADECO; indicadores MRV integrados; matriz coherencia cruzada,PACCC vigente sin articulación con PLADECO,Capítulo climático + 5 indicadores MRV,Primera actualización sincronizada PACCC-PLADECO,C,Corto (2025-2028),SECPLAN,SECPLAN + Aseo y Ornato + Unidad CC,Municipal,Municipal,13,2,0,0,0,0,0
178,,,,Gestión Administrativa,Sistema de Evaluación de Ejecución Presupuestaria y Plan de Compras,"Establecer un sistema de informes trimestrales de ejecución presupuestaria y cumplimiento del plan de compras que comparar lo planificado versus lo ejecutado por cada dirección municipal, con tasa de ejecucion, alertas de desviación y retroalimentación al Concejo para fortalecer la disciplina fiscal",Tasa ejecución Plan Compras; % ejecución presupuestaria; reportes trimestrales,Sin medición de ejecución,Tasa ejecución >= 75% + 4 reportes/ano,Tasa ejecución >= 90% + Plan Inversiones Comunal,C,Corto (2025-2028),DAF,DAF + SECPLAN,Municipal,Municipal,16,2,0,0,0,0,0
179,,,OE 6.2 Actualizar Política RRHH,Innovación Municipal,Actualización Integral Política de Recursos Humanos,"Actualizar Política RRHH (Decreto 1248/2018) con genero, bienestar laboral, competencias digitales y plan sucesión.",Política actualizada y aprobada,Decreto 1248/2018 (7 años),Política con 7 brechas cerradas,Evaluación bienal + indicadores,C,Corto (2025-2028),RRHH,RRHH + Administracion,Municipal,Municipal,5,3,0,1,0,0,1
180,,,,Protección Derechos Laborales,Actualización Protocolo Acoso conforme Ley Karin (N 21.643),"Actualizar Protocolo de Prevención del Acoso (Dec. 1807/2023) incorporando violencia en el trabajo, extensión a terceros, capacitación semestral obligatoria y registro de denuncias.",Protocolo actualizado; % personal capacitado; N denuncias gestionadas en plazo,Protocolo de nov-2023 pre-Ley Karin; 5 brechas críticas,Protocolo actualizado + 100% capacitados,2 capacitaciones semestrales/ano + registro digital,C,Corto (2025-2028),Asesoría Jurídica,Asesoría Jurídica + RRHH,Municipal,Municipal,5,3,0,0,0,0,0
181,,,,Desarrollo Capital Humano,Diagnóstico de Brechas de Competencias y Plan Multi-Fuente de Capacitación,Realizar diagnóstico de competencias del personal y desarrollar plan de capacitación con fuentes diversificadas (SUBDERE + recursos propios + convenios universitarios).,Informe de brechas aprobado; N convenios universitarios; plan multi-fuente aprobado,Sin diagnóstico de brechas; fuente única SUBDERE; reglamento 2011,Diagnóstico + 1 convenio + reglamento actualizado,Plan multi-fuente + 2 convenios + 55% profesionalización,M,Mediano (2028-2032),RRHH,RRHH + SECPLAN + DAF,Municipal,Municipal + SUBDERE + SENCE + universidades regionales,4,2,0,0,0,0,0
182,,,,Innovación Municipal,Plan Convivencia Laboral y Cumplimiento Ley Karin (21.643),"Capacitación universal Ley 21.643, protocolos denuncia segura, intervención microagresiones y seguimiento casos.",100% capacitados; protocolo operativo,43% desconoce Ley Karin; 170+ sumarios,100% capacitados + protocolo + canal,Evaluación clima anual,C,Corto (2025-2028),RRHH,RRHH + Jurídica,Municipal,Municipal,5,2,0,0,0,0,0
183,,,,Innovación Municipal,Plan de Profesionalizacion y Capacitacion Continua,"Programa de profesionalización progresiva de 34,5% a 55% al 2035 con convenios universitarios y SENCE.",% profesionales; N capacitaciones/año,"34,5% profesionalización",45% + plan capacitación anual,55% + certificaciones,M,Mediano (2028-2032),RRHH,RRHH + SECPLAN,Municipal,Municipal + SUBDERE + SENCE,4,2,0,0,0,0,0
184,,,OE 6.2 Fortalecer capacidades del recurso humano municipal mediante capacitación y desarrollo profes,Innovación Modernización y Optimización de la Gestión Municipal,"Equipo de Gobierno, Administración y Gestión","Fortalecer el equipo directivo y de gestión municipal mediante selección por competencias, capacitación en liderazgo público, evaluación de desempeño y desarrollo de carrera funcionaria.",Directivos capacitados en gestión pública; Evaluaciones de desempeño realizadas; Mejora en indicadores de gestión,Capacitación directiva esporádica sin plan de desarrollo,100% equipo directivo con plan de desarrollo + evaluación anual + capacitación,Sistema de alta dirección pública local + carrera funcionaria + liderazgo de excelencia,C,Corto (2025-2028),Alcaldía,Alcaldía + RRHH + Administración Municipal,Municipal,Municipal + SUBDERE + Academia,16,1,0,0,0,0,0
185,,,,Innovación Modernización y Optimización de la Gestión Municipal,Modernización del Código de Ética Municipal,"Actualizar y fortalecer el código de ética municipal, implementando sistema de declaración de intereses, capacitación en probidad, canal de denuncias y comité de ética con participación ciudadana.",Código de ética actualizado; Funcionarios capacitados en probidad; Denuncias gestionadas por canal ético,Código de ética desactualizado sin mecanismos de control,Código actualizado + 100% funcionarios capacitados + canal de denuncias operativo,Sistema de integridad institucional + evaluación periódica + cultura ética instalada,C,Corto (2025-2028),Administración Municipal,Administración Municipal + RRHH + Jurídica,Municipal,Municipal + Contraloría,16,1,0,0,0,0,0
186,,,OE 6.3 Implementar sistema ERP y transformación digital de la gestión municipal,Innovación Modernización y Optimización de la Gestión Municipal,"Edificio Municipal Consistorial ""Rosario Unido""","Estudiar la construcción o remodelar edificio municipal consistorial que integre servicios municipales, accesibilidad universal, eficiencia energética y espacios ciudadanos en infraestructura moderna y funcional.",Avance de proyecto (diseño/construcción); Servicios integrados; Satisfacción ciudadana con infraestructura,Infraestructura municipal dispersa y deteriorada,Diseño aprobado + inicio de construcción/remodelación,Edificio consistorial operativo + 100% servicios integrados + accesibilidad universal,L,Largo (2032-2035),SECPLAN,SECPLAN + DOM + Administración Municipal,FNDR,Municipal + FNDR + GORE + SUBDERE,9,3,0,0,0,0,0
187,,,,Innovación Modernización y Optimización de la Gestión Municipal,Innovación Municipal: Rengo Digital,"Desplegar una estrategia de transformación digital municipal que integre sistema ERP, tramites en línea, firma electrónica avanzada, expediente digital, atencion virtual ciudadana y modernización tecnológica de procesos internos de las 13 unidades municipales, elevando el IIGAM desde el actual 57% d",Trámites digitalizados; Usuarios de plataforma digital; Reducción de tiempos de tramitación,Trámites mayoritariamente presenciales sin ERP integrado,ERP operativo + 60% trámites en línea + firma electrónica + expediente digital,100% trámites digitales + IA en gestión + municipio paperless,M,Mediano (2028-2032),Informática,Informática + Administración Municipal + SECPLAN,FNDR,Municipal + SUBDERE + FNDR + CORFO,9,2,0,0,0,0,0
223,,,OE 6.3 Plataforma digital participación,Mapeo Digital,Crear Cartografias Digitales para convertirse en suministros para las Instituciones Públicas en la Comuna,"Desarrollar una plataforma de cartografía digital institucional que integre las 21 Unidades Vecinales del territorio comunal en capas temáticas de riesgo, infraestructura, equipamiento público y variables socioeconómicas. El sistema GIS municipal permitirá a SECPLAN, DOM, Bomberos, DIDECO y organism","N° de cartografías digitales temáticas creadas; N° instituciones con acceso al sistema GIS; Capas temáticas disponibles (UV, riesgo, infraestructura)",Sin sistema de cartografía digital institucional integrado; información territorial en formato análogo,Plataforma GIS municipal operativa; 5 cartografías temáticas disponibles; 8 instituciones con acceso,21 UVs mapeadas digitalmente; plataforma de datos abiertos al público; 15 instituciones integradas,M,Mediano (2028-2032),SECPLAN,SECPLAN + Unidad de Informática + DOM,Municipal,Municipal + GORE + SUBDERE,9,4,0,0,0,0,0
188,,,,Transformación Digital,Plan de Implementación Ley 21.180 de Transformación Digital,"Articular con SGD el acceso a activos digitales transversales (Doc Digital, Domicilio Digital Único) y preparar las fases de comunicación electrónica obligatoria.",% procedimientos digitalizados; Encargado TIC designado; EN activos SGD implementados,Sin Encargado TIC; sin plan Ley 21.180,Encargado TIC + Doc Digital operativo + 50% procedimientos,100% procedimientos + interoperabilidad + domicilio digital,C,Corto (2025-2028),Informatica,Informatica + Administracion + SECPLAN,Municipal,Municipal + SGD + SUBDERE,9,2,0,0,0,0,0
189,,,,Transformación Digital,Plataforma Vecino Digital y Participación Ciudadana Online,"Desarrollar plataforma digital de participación que permita reportar problemas, hacer seguimiento de solicitudes y acceder a registros municipales, con SLA definidos.",Plataforma operativa; N reclamos gestionados; tiempo promedio respuesta,Sin Plataforma Vecino Digital; Ventanilla Única basica,Plataforma operativa + SLA < 5 días,Integración con App móvil + > 1.000 usuarios activos,M,Mediano (2028-2032),Informática,Informática + SECPLAN + Innovación y Gestión,Municipal,Municipal + SUBDERE + SGD,9,2,0,0,0,0,0
190,,,,Transparencia Digital,Publicación Digital de Sesiones del Concejo y Boletines Ciudadanos,"Publicar actas y video de sesiones del Concejo Municipal periódicamente, e implementar boletines informativos digitales con suscripción ciudadana.",Sesiones publicadas; N suscriptores boletín; frecuencia publicacion,Sin sesiones online; sin boletines digitales,100% sesiones publicadas + boletín mensual,Video sesiones + boletín quincenal + > 2.000 suscriptores,C,Corto (2025-2028),Secretaria Municipal,Secretaria Municipal + Comunicaciones,Municipal,Municipal,16,1,0,0,0,0,0
191,,,OE 6.4 Crear Unidad Medio Ambiente,Innovación Municipal,Actualización Reglamento Organización Interna Municipal,"Modificar Reglamento (Decreto 1778/2018, mod. 1287/2022) para crear Unidad MA, elevar Des. Económico a Dirección y reestructurar organigrama.",Reglamento actualizado,3 brechas estructurales,Unidad MA + Dir. Des. Económico,Evaluación alineamiento,C,Corto (2025-2028),Alcaldía,Alcaldía + Jurídica + Concejo,Municipal,Municipal,16,2,0,0,0,0,0
192,,,,Innovación Municipal,Creación Unidad de Medio Ambiente Municipal,"Constituir formalmente la Unidad de Medio Ambiente en el Reglamento Municipal de Rengo, dotándola de profesionales especializados, presupuesto asignado y un plan de acción climática comunal que aborde gestión de residuos, calidad del aire, protección de ecosistemas del Río Claro y educación ambienta",Unidad creada; Plan Climático,Sin Unidad MA,Unidad con 2+ profesionales + Plan,Evaluación ambiental bienal,C,Corto (2025-2028),Alcaldía,Alcaldía + SECPLAN,Municipal,Municipal + MMA,13,2,0,0,0,0,0
193,,,,Innovación Municipal,R5: Ordenanza de Medio Ambiente y Sustentabilidad,"Crear ordenanza que regule áreas verdes, arbolado urbano, calidad del aire, gestión Rio Claro y adaptacion climatica.",Ordenanza ambiental aprobada,Sin ordenanza ambiental,Ordenanza + Plan Climático,Evaluación impacto cada 3 años,M,Mediano (2028-2032),Unidad MA,Unidad MA + SECPLAN,FNDR,Municipal + MMA + FNDR,6,3,0,0,0,0,0
194,,,OE 6.4 Fortalecer gestión ambiental y eficiencia en uso de recursos municipales,Innovación Modernización y Optimización de la Gestión Municipal,Modernización de Cuadrillas de Aseo y Ornato,"Modernizar operación de cuadrillas de aseo y ornato municipal con planificación por rutas optimizadas, equipamiento renovado, uniformes, capacitación y sistema de reporte ciudadano de necesidades.",Rutas de aseo optimizadas; Tiempo de respuesta ante reportes; Satisfacción ciudadana con aseo,Cuadrillas con operación tradicional sin optimización de rutas,Rutas optimizadas + equipamiento renovado + app de reporte ciudadano,Sistema inteligente de gestión de aseo + vehículos eléctricos + ISO 14001,C,Corto (2025-2028),Dirección Aseo y Ornato,Dirección Aseo y Ornato + Administración,Municipal,Municipal + SUBDERE,11,2,1,0,0,0,1
195,,,OE 6.5 Direccion Desarrollo Economico,Innovación Municipal,Creación Dirección de Desarrollo Económico Local,"Elevar el actual Departamento de Desarrollo Económico a Dirección Municipal con planta profesional especializada, presupuesto propio y plan estratégico orientado a fortalecer las 4.829 empresas comunales, reducir la estacionalidad del 57% del empleo y articular la oferta formativa con la demanda pro",Dirección creada y operativa,Departamento sin rango,Dirección con 5+ profesionales y PC DEL,Evaluacion gestion,C,Corto (2025-2028),Alcaldía,Alcaldía + Jurídica,Municipal,Municipal,8,2,0,0,0,0,0
196,,,OE 6.5 Promover desarrollo económico local y emprendimiento comunitario,Innovación Modernización y Optimización de la Gestión Municipal,Alianzas Estratégicas Público-Privado-Sociedad Civil,"Establecer alianzas estratégicas con sector privado, academia y sociedad civil para cofinanciar proyectos, transferir tecnología, desarrollar emprendimiento y fortalecer tejido productivo comunal.",Alianzas formalizadas; Inversión privada apalancada; Proyectos conjuntos ejecutados,Alianzas público-privadas esporádicas sin estrategia,10 alianzas estratégicas + mesa público-privada permanente,20 alianzas + ecosistema de innovación + inversión privada significativa,M,Mediano (2028-2032),SECPLAN,SECPLAN + Desarrollo Económico + Alcaldía,Municipal,Municipal + Sector Privado + Universidades + CORFO,8,2,0,0,0,0,0
197,,,,Innovación Modernización y Optimización de la Gestión Municipal,Mejoramiento de Juzgado de Policía Local: Atención Web y Presencial,"Promover procesos de atención y resolución de casos por internet para la mejora de la atención, desconcentración de atención a público y enriquecer experiencia usuaria.",Plataforma web implementada; Casos resueltos en línea (%); Tiempo promedio resolucion,Por establecer,Avance 50%,100% implementado,M,Mediano (2028-2032),SECPLAN,SECPLAN + Alcaldía,Municipal,Municipal + SUBDERE,16,2,0,0,0,0,0
198,,,,Innovación Modernización y Optimización de la Gestión Municipal,"Atención Integral al Ciudadano: Asesoría Jurídica, Contable y Social","Crear oficina de atención integral al ciudadano que ofrezca asesoría jurídica, contable, social y orientación en trámites públicos de manera gratuita para vecinos de Rengo.",Atenciones realizadas por tipo; Casos resueltos; Satisfacción de usuarios,Asesoría fragmentada en distintas dependencias,"Oficina integral operativa + 1,000 atenciones anuales + evaluación satisfacción","Red de oficinas + atención digital + 3,000 atenciones anuales + convenios universidades",C,Corto (2025-2028),DIDECO,DIDECO + Jurídica + Administración Municipal,Municipal,Municipal + Universidades + Colegios Profesionales,1,3,0,0,0,0,0
199,,,,Innovación Modernización y Optimización de la Gestión Municipal,"Desconcentración de Servicios""Rengo Atiende en el territorio""","Descentralizar servicios municipales hacia localidades rurales mediante oficinas satélite, atención itinerante y plataformas digitales para trámites, permisos y consultas sin necesidad de trasladarse al centro.",Localidades con servicio municipal desconcentrado; Trámites realizados en localidades; Satisfacción ciudadana rural,Servicios municipales concentrados en edificio central,5 oficinas satélite + atención itinerante mensual en 100% localidades,10 oficinas + plataforma digital de trámites + 100% servicios accesibles remotamente,M,Mediano (2028-2032),Administración Municipal,Administración Municipal + SECPLAN + Informática,FNDR,Municipal + SUBDERE + FNDR,9,3,0,0,0,0,0
200,,,OE 6.6 Fortalecer la cuenta pública y la rendición de cuentas participativa,Innovación Modernización y Optimización de la Gestión Municipal,Alianza Estratégica con Servicios Públicos: Transparencia,"Establecer convenios de colaboración con servicios públicos (SII, Registro Civil, FONASA, ChileAtiende) para descentralizar trámites estatales en dependencias municipales y mejorar acceso ciudadano.",Convenios con servicios públicos; Trámites estatales disponibles en la comuna; Usuarios atendidos,Presencia limitada de servicios públicos en la comuna,Convenios con 5 servicios públicos + ChileAtiende en Rengo,10+ servicios públicos disponibles + plataforma integrada + atención completa,M,Mediano (2028-2032),Administración Municipal,Administración Municipal + Alcaldía + SECPLAN,Municipal,Municipal + Servicios Públicos + SUBDERE,16,2,0,0,0,0,0
201,,,,Innovación Modernización y Optimización de la Gestión Municipal,Gobierno Abierto Municipal: Co Creación de Políticas,"Establecer un modelo de gobierno abierto municipal con publicación de datos en formato abierto, presupuestos participativos vinculantes, consultas ciudadanas y plataformas digitales de creación de políticas públicas, fortaleciendo la participación de las 330 organizaciones comunitarias en la gestión",Datos abiertos publicados; Consultas ciudadanas realizadas; Propuestas ciudadanas incorporadas a gestión,Participación ciudadana limitada a consultas formales,Portal de datos abiertos + 4 consultas anuales + presupuesto participativo,Gobierno abierto integral + co creación permanente + índice de participación alto,M,Mediano (2028-2032),SECPLAN,SECPLAN + Comunicaciones + DIDECO,Municipal,Municipal + SUBDERE + Sociedad Civil,16,2,0,0,0,0,0
202,,,,Innovación Modernización y Optimización de la Gestión Municipal,Observatorio Ciudadano de Transparencia Municipal,"Crear observatorio ciudadano de transparencia municipal que monitoree gestión, presupuesto, contrataciones y cumplimiento de compromisos con participación de sociedad civil organizada.",Informes de observatorio publicados; Organizaciones participantes; Recomendaciones implementadas por el municipio,Sin observatorio ciudadano de transparencia,Observatorio operativo + 10 organizaciones participantes + informes semestrales,Observatorio consolidado + 30 organizaciones + incidencia en gestión + reconocimiento nacional,M,Mediano (2028-2032),SECPLAN,SECPLAN + DIDECO + Comunicaciones,Municipal,Municipal + Sociedad Civil + Universidades + Consejo para la Transparencia,16,2,0,0,0,0,0
203,,,,Innovación Modernización y Optimización de la Gestión Municipal,Plataforma de Participación Ciudadana,"Crear plataforma digital de participación ciudadana para consultas, propuestas, votaciones, presupuesto participativo y seguimiento de proyectos con transparencia y acceso universal.",Usuarios registrados en plataforma; Consultas ciudadanas realizadas; Propuestas ciudadanas implementadas,Participación ciudadana principalmente presencial sin plataforma digital,"Plataforma operativa + 5,000 usuarios + presupuesto participativo digital","15,000 usuarios + participación vinculante + co creación de políticas permanente",M,Mediano (2028-2032),SECPLAN,SECPLAN + Comunicaciones + Informática + DIDECO,FNDR,Municipal + SUBDERE + FNDR,16,2,1,0,0,0,1
204,,,,Innovación Modernización y Optimización de la Gestión Municipal,"Transparencia y Probidad ""0 Tolerancia a la Corrupción""","Fortalecer políticas de transparencia activa y pasiva, implementando auditorías internas periódicas, sistema de control interno, publicación proactiva de información y canal de denuncias ciudadano.",Índice de transparencia municipal; Auditorías realizadas; Solicitudes de transparencia atendidas en plazo,Cumplimiento básico de transparencia activa,100% transparencia activa + auditorías semestrales + canal de denuncias,Certificación de transparencia + auditorías con estándares internacionales,C,Corto (2025-2028),Administración Municipal,Administración Municipal + Contraloría Interna + Jurídica,Municipal,Municipal + Consejo para la Transparencia,16,1,0,0,0,0,0
205,,,OE 6.6 Rendición cuentas pública,Gobernanza Institucional,Activación COSOC y Mecanismos de Participación Ciudadana,Constituir y activar el Consejo Comunal de Organizaciones de la Sociedad Civil (COSOC) y los mecanismos de participación de la Ley 20.500.,COSOC constituido y sesionando; EN audiencias públicas anuales,Sin COSOC activo ni mecanismos formales,COSOC + 4 sesiones + 2 audiencias/ano,6+ sesiones + consultas ciudadanas regulares,C,Corto (2025-2028),Secretaria Municipal,Secretaria Municipal + DIDECO,Municipal,Municipal,16,2,0,0,0,0,0
206,,,,Gobernanza Institucional,Aprobación Código de Ética Municipal,"Formalizar mediante decreto alcaldicio el Codigo de Etica municipal, definido como elemento mínimo del Sistema de Integridad pero aun pendiente de aprobación.",Código aprobado por decreto; % funcionarios que lo conocen,Código referenciado pero no aprobado,Código aprobado + 100% difundido,Evaluación adherencia bienal,C,Corto (2025-2028),Oficial de Integridad,Oficial de Integridad + CSI + Jurídica,Municipal,Municipal,16,1,0,0,0,0,0
207,,,,Innovación Municipal,Matriz de Riesgo de Probidad e Integridad Municipal,Diseñar matriz de riesgos de probidad que identifique y mitigue riesgos de corrupción en todas las direcciones.,Matriz aprobada y operativa,Sin matriz de riesgo de probidad,Matriz en 100% direcciones,Evaluación anual + auditoria interna,C,Corto (2025-2028),Contraloría Interna,Contraloría Interna + Jurídica,Municipal,Municipal,16,1,0,0,0,0,0
